Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil_Acidic Soil,Soil_Alkaline Soil,Soil_Loamy Soil,Soil_Neutral Soil,Soil_Peaty Soil,Crop_Adzuki Beans,Crop_Black gram,Crop_Chickpea,Crop_Coconut,Crop_Coffee,Crop_Cotton,Crop_Ground Nut,Crop_Jute,Crop_Kidney Beans,Crop_Lentil,Crop_Moth Beans,Crop_Mung Bean,Crop_Peas,Crop_Pigeon Peas,Crop_Rubber,Crop_Sugarcane,Crop_Tea,Crop_Tobacco,Crop_apple,Crop_banana,Crop_grapes,Crop_maize,Crop_mango,Crop_millet,Crop_muskmelon,Crop_orange,Crop_papaya,Crop_pomegranate,Crop_rice,Crop_watermelon,Crop_wheat,synthetic_yield,crop,yield_ton_per_acre
30.296322368059485,56.68492132210765,94.26082363209936,5.589538317053158,49.14825448824643,11.378067869238112,142.70793276007166,2.9339011551915983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26.9,Crop_papaya,27.94
18.487346516301045,40.4777426379826,57.13000620966206,7.828248387016603,47.975388493795066,30.293621157853483,65.4090918138457,3.351251114947344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.51,Crop_banana,12.63
22.30361621338045,76.71840800758964,277.3260366015123,4.834896532435639,48.97414914948774,98.65660037330136,64.40472305837655,0.7545152590771733,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98,Crop_Coffee,9.37
24.159046082342293,60.34716404030823,52.05578284722288,7.59255469154111,100.94462596677236,66.52520738250624,101.7119265286397,2.484886581843716,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,Crop_Coffee,9.37
26.4017496054259,75.1115642003785,234.02053608427136,4.899747626274478,79.62118921356243,43.60497204703808,115.13528434592844,1.9136894916249976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.47,Crop_Mung Bean,9.37
34.62939903482534,46.9311581290516,88.03697172987913,8.024756947577236,57.81362671299664,62.79507840719686,71.33381071877048,4.872169357952584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68,Crop_Pigeon Peas,9.37
19.991844553958995,28.123299235519774,278.0574054999,5.716818072540015,22.36346530930749,66.77994694059515,32.10013525675862,0.4381948840614436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.86,Crop_mango,5.82
27.85586096034029,13.69786804553054,273.1989848974714,7.1175734593223,3.320874441321886,136.58283762323947,115.99629640884324,1.6318121746876306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.95,Crop_Peas,9.37
29.810364221551065,60.825939603869536,213.47528659231435,6.450009114481119,32.82520163815389,15.518742555742952,48.052691231044136,4.7209385316402654,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16,Crop_Jute,9.37
16.161260317999943,18.49120986038739,218.05853745015128,5.965212581049356,16.12071059530219,41.95961202114225,26.26661539407864,4.920781679284782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,Crop_Pigeon Peas,9.37
30.18862129753596,31.194258979037706,51.334785492422135,7.081767332733985,117.8167546278359,80.63472248740709,94.746028488752,4.15952771709024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.04,Crop_Adzuki Beans,9.37
19.263103092182288,47.27296355187282,296.2178915284005,8.290091922204951,16.874693672082806,104.74303899458874,13.56805004855256,0.5647915712787647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51,Crop_Kidney Beans,9.37
16.62628982463199,49.509161144582336,269.4581508939536,4.665078989498488,108.63423559602542,94.59559334388656,145.70290126290823,2.894504136048994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.26,Crop_wheat,2.81
38.722138431333335,52.04082378909952,273.77655643252297,8.175411423532417,57.8488034664124,141.24641066060917,94.85958966182054,2.1205903648182423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.46,Crop_Sugarcane,9.37
39.14080082686398,21.637873124479043,214.811134262718,6.936326620084055,11.006758461566395,119.34133872292098,147.88432813826338,4.070972324937928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.77,Crop_Moth Beans,9.37
35.20993370291153,36.58161833751541,136.19673216363412,7.729257203076209,121.90950741473786,83.56152629616454,50.834013521795406,0.4641163307423998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.98,Crop_banana,12.86
22.61534422933427,53.20359589818767,273.4121622726202,6.03549981373711,86.944585535492,32.202403751026125,145.6807741785597,1.14621800789457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,Crop_Ground Nut,9.37
17.441802850159597,77.88732052436494,122.87923203779808,6.387371899350455,35.36422692953596,67.63113471033597,21.834337159293536,2.548136317868621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.86,Crop_banana,10.33
32.10582566280392,60.93417963897821,190.6778858355507,7.975403007204656,134.2021761499002,104.0073366291716,6.104215852054268,0.9567087821495694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.38,Crop_Moth Beans,9.37
26.00381234349004,74.58226299657704,74.9327430859706,6.159391879239292,6.788747080582719,125.69432622541274,4.947609068190384,3.5250326849326314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.96,Crop_mango,8.83
18.05095587111947,63.35484408199239,280.4889075331876,6.63863826699634,30.27294122966444,143.96043366335812,69.73055558988406,4.139682661471031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.6,Crop_rice,3.28
27.37942275278176,51.42018782246803,85.19261444280333,4.580779692337332,112.80703917087916,90.81791492068764,12.450629621789217,3.5816954894126884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,Crop_Tea,9.37
15.85971302788046,23.44163583954412,106.22420143260182,5.134392023352169,106.40668954648338,79.03790509566487,76.82518262514026,2.313361825471916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54,Crop_Tobacco,9.37
37.73301005196955,56.66799563247592,189.5335395320537,7.066746031899199,43.3907540586717,2.653788468172247,49.125075526335074,4.4162607980127015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,Crop_Coconut,9.37
21.469499540000424,53.63656961719349,241.0232500532454,7.367907604255508,9.303731302917468,10.81486037252699,50.34434887111734,0.8608934322557202,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,Crop_Cotton,9.37
31.56305710884955,52.17284193200865,204.83782648407472,6.830403747137998,128.71171083374156,23.41574964561004,95.34134948177548,1.4496252027152423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.12,Crop_watermelon,10.53
22.792776902235275,44.285010759176856,108.03347820003904,5.073240145102442,47.05464571048539,8.21398967844421,24.464700922743027,2.549790489211056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,Crop_Mung Bean,9.37
28.00170052944527,47.005962279249296,50.23576063187258,6.281621714311339,29.357012239239783,60.12948582073897,114.98300555095966,0.4944252746204094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,Crop_Pigeon Peas,9.37
28.66775698358199,33.410976898267286,239.2876450768598,5.920379065452759,77.40927335414656,50.531781770830825,87.30463796679521,0.659291751519427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.31,Crop_Peas,9.37
19.621361388138176,46.35188848496122,296.3018314777734,6.482645376140353,136.5340798923671,95.60312368025892,137.24169432712665,2.107728184267386,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.08,Crop_Kidney Beans,9.37
39.239615694113965,23.82891339749348,252.4782800765226,7.981316138216377,6.5319866765063015,80.34976619001041,54.72609806512851,4.73065422432586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,Crop_Lentil,9.37
34.37832058402786,66.36220781522638,165.05165453915384,7.603445754634608,114.87061320463316,89.39561390817896,147.40724881006884,4.560385727729601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.9,Crop_pomegranate,11.01
38.48747353910473,23.004386828909546,275.9418153497767,4.835958005556636,85.87098419080634,70.79658044064811,86.37414700710347,2.4366793197363736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.37,Crop_millet,1.89
37.37068376069122,15.94764029226265,152.4619182795875,8.061236791098256,63.81736748277254,41.66057228313857,146.01029342813007,0.8823610136515043,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.97,Crop_Ground Nut,9.37
29.94749947027713,40.53722184500101,181.23352106086688,6.387068604599294,111.612066615759,142.92379724197156,4.0590981070673,1.054916748600491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.74,Crop_papaya,27.2
38.04685587557792,56.08152076542433,169.28244184892085,7.475448579543993,144.87366366624485,12.961373964020844,109.1964483618582,2.012221062123811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.79,Crop_maize,3.86
17.212312551297988,40.6401777453479,161.90596816638123,5.0601569250574086,34.380931674403655,140.83364991979607,122.49322864391044,1.2083561364165505,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25,Crop_Black gram,9.37
19.89957156047863,29.3727892365916,243.79769232347644,7.182878102828193,21.54710476081794,46.6857070297102,7.975993001473136,0.5982828530738136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.19,Crop_papaya,36.97
16.13068222276345,49.07198287233085,181.692226817373,5.445304070437832,136.93226178340456,76.89921680509461,86.84544960243686,3.4341319208959864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.41,Crop_Tobacco,9.37
23.133258269081608,34.290163478854,129.179280506304,6.253523588563726,100.34296161859557,16.326348424131922,120.29134403841724,2.990953461404936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.05,Crop_rice,3.8
24.71693224223705,75.30073830886431,114.53954191461958,4.567451480328417,65.6979032342949,10.639660255651387,84.15580878346091,1.5982244382948083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.24,Crop_pomegranate,14.97
21.7837257943474,74.58515977225005,59.43682924185835,5.106442551721904,85.98893553964247,64.43181730779044,9.572038560819996,3.93895223625106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.37,Crop_rice,3.15
35.71843772879824,45.16602739804668,195.7987904707615,4.86832197249448,111.8420857764366,111.25460645695172,104.01708613474672,3.924554660988005,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,Crop_Coconut,9.37
23.91883316733973,32.95187958127809,107.49035385025854,5.458976691753033,115.9547848058576,40.40471663228234,9.089537200996295,2.5568094570212567,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.68,Crop_Black gram,9.37
22.02336274218452,61.59926897696474,87.03348050409576,4.900072360097289,137.98412712284468,84.35218334029801,122.62033425246575,0.6633562664570907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.84,Crop_rice,3.89
28.567402078956214,12.569906043814663,213.45749095691943,7.267640106478248,64.0264183343434,41.79755107842275,6.45512749600416,4.608653120486516,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01,Crop_Coconut,9.37
18.523105624369062,43.23383042305559,220.3023144553872,4.6161596088368775,44.011636502909255,58.29195913395612,20.609607151555625,3.409570512996662,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.67,Crop_Cotton,9.37
35.054924518851,33.54263759892335,238.0387230644165,6.970962002499991,95.94964001847627,135.9669477710737,41.26613857849028,1.3858439319293645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.08,Crop_watermelon,16.24
16.863766091994272,74.43751195717883,175.89422408464787,5.062831323302297,62.35918489192955,128.37594382423794,95.00471883912,3.130181825764288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.01,Crop_Coffee,9.37
39.672173415012935,10.840211909087778,273.5136513009717,8.280645828711588,89.18976809234668,77.40263151264448,146.45386494469588,2.144103179972625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75,Crop_Pigeon Peas,9.37
34.306119232416435,48.69704130028444,284.08568834955696,8.232376292439417,62.997869768392526,35.71584412081181,17.673427892990162,3.249678270732598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.88,Crop_Tea,9.37
19.96789203835431,61.84645067466382,251.8427349481224,5.4020124100838505,22.94936800172617,28.977586909953423,21.406150382087763,2.4745802995089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.57,Crop_apple,10.72
15.13805292809006,43.951259126682885,208.8983705020468,6.957685192892118,70.41401274884376,143.11310295535714,55.33055950514705,2.530266321150721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.48,Crop_Rubber,9.37
35.386535711370854,15.978212111390516,125.93023839779715,4.612021277889834,103.63767329115493,30.40748947660313,125.43287066329805,3.732234041155325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.72,Crop_wheat,2.65
32.671433596190425,78.07229730195316,295.73623040505527,8.227154172204695,119.89257115014748,121.22524663688088,70.08464291262213,3.145883581107084,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,Crop_Adzuki Beans,9.37
33.22517920102469,46.26073019632685,118.5340417979846,6.591949232766838,73.99894151948203,55.34553143033059,48.241590038373246,0.5837729179722831,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,Crop_Coffee,9.37
34.281758667148644,52.9930371023308,100.66423049760778,4.672892605671116,24.78568353156014,147.84897713373576,84.1805748313292,0.5137931381422576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.91,Crop_Sugarcane,9.37
16.85111629335226,26.562684789525512,160.53852844664567,5.8699999720325495,62.203156447414734,55.22336105441818,39.0784796168625,1.6640443399842813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.23,Crop_maize,4.88
23.961643213606813,43.844865957476266,64.21014267809711,4.807397847444937,117.94408932625474,52.72749373660891,60.17398608712814,2.2651807833859823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.65,Crop_watermelon,18.61
17.896726488128245,40.04046443708253,294.6236161679477,6.07177775749344,61.928890592560926,95.61954433164348,49.89077238480628,1.521068284060573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.14,Crop_orange,11.77
36.57758564688984,15.24270894013886,197.1083891041062,7.179705368645292,104.47961904063337,144.22752099402288,120.62115336219688,3.3270073187356064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.77,Crop_wheat,2.51
30.58245317068895,17.431224748322705,189.2380229160438,6.379559632165758,76.08205225171346,146.43144086946492,138.63835896570012,1.136518072282985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.96,Crop_Peas,9.37
23.27245062131623,68.62307637331422,213.94906997493,6.034888698877818,36.183468766409504,106.08092197004778,113.93582882353678,3.579877262701615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.93,Crop_Pigeon Peas,9.37
16.588958757150593,26.78739665446132,174.25591194430166,4.976628182161859,119.42257620346116,113.19095484545304,65.86253640449752,3.911123561066865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.65,Crop_Peas,9.37
22.77455804289156,23.647079004904136,58.01587927363539,5.479756182774626,12.632018110603054,84.51032639595415,75.65024662449957,0.7967326764591227,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,Crop_Coconut,9.37
